DATAFLOW,LAST UPDATE,freq,unit,icd10,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2018,26.75,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2019,27.34,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2020,25.85,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2021,20.63,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2022,28.18,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2011,15.77,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2012,14.41,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2013,12.38,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2014,10.9,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2015,13.53,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2016,11.75,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2017,12.64,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2018,8.8,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2019,9.28,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2020,11.74,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2021,9.87,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BG,2022,8.26,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2011,16.19,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2012,18.61,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2013,16.21,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2014,20.41,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2015,19.38,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2016,16.58,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2017,19.22,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2018,16.37,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2019,17.24,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2020,14.73,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2021,14.47,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CH,2022,14.69,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2011,7.17,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2012,1.75,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2013,6.96,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2014,1.76,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2015,7.2,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2016,1.82,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2017,7.35,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2018,7.4,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2019,3.74,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2020,3.75,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2021,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CY,2022,13.99,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2011,26.46,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2012,26.64,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2013,24.12,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2014,22.73,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2015,17.88,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2016,18.55,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2017,19.5,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2018,17.38,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2019,12.63,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2020,13.74,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2021,16.66,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,CZ,2022,13.76,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2011,16.51,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2012,15.81,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2013,16.36,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2014,17.13,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2015,15.8,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2016,15.41,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2017,14.86,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2018,15.3,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2019,13.75,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2020,13.67,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2021,13.01,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DE,2022,14.99,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2011,20.09,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2012,19.36,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2013,16.1,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2014,18.24,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2015,13.24,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2016,12.36,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2017,13.03,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2018,15.84,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2019,17.05,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2020,15.73,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2021,10.33,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,DK,2022,15.05,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2011,25.7,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2012,24.64,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2013,27.01,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2014,26.45,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2015,23.76,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2016,23.27,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2017,22.67,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2018,12.04,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2019,15.58,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2020,18.9,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2021,11.53,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EE,2022,17.8,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2011,7.12,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2012,5.63,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2013,6.57,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2014,6.74,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2015,6.49,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2016,6.59,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2017,6.88,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2018,7.63,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2019,7.09,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2020,5.98,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2021,4.84,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EL,2022,5.87,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2011,9.7,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2012,10.21,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2013,13.51,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2014,12.96,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2015,10.77,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2016,10.79,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2017,11.77,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2018,10.34,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2019,11.22,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2020,11.94,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2021,12.32,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,ES,2022,12.81,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2011,19.32,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2012,19.21,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2013,18.71,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2014,18.06,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2015,16.97,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2016,15.95,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2017,15.37,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2018,15.11,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2019,14.54,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2020,14.53,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2021,13.86,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,EU27_2020,2022,14.71,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2011,30.28,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2012,24.5,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2013,22.52,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2014,22.12,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2015,19.2,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2016,20.07,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2017,17.78,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2018,16.61,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2019,17.21,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2020,14.51,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2021,20.75,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FI,2022,18.39,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2011,27.07,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2012,25.15,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2013,24.31,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2014,21.74,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2015,22.51,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2016,20.94,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2017,20.99,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2018,20.41,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2019,22.69,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2020,22.01,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2021,20.45,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,FR,2022,20.75,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2011,20.04,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2012,26.92,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2013,27.26,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2014,21.87,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2015,22.57,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2016,19.83,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2017,20.82,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2018,23.63,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2019,13.78,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2020,17.75,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2021,20.38,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HR,2022,21.06,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2011,47.03,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2012,39.67,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2013,34.07,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2014,30.36,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2015,30.47,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2016,29.08,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2017,24.16,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2018,24.18,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2019,20.14,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2020,23.74,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2021,22.96,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,HU,2022,23.72,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2011,15.68,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2012,20.05,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2013,21.07,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2014,19.62,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2015,11.84,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2016,15.35,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2017,15.16,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2018,12.7,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2019,15.39,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2020,17.59,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2021,11.67,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IE,2022,12.46,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2011,4.68,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2012,14.04,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2013,9.3,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2014,9.26,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2015,13.87,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2016,4.57,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2017,18.06,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2018,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2019,27.2,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2020,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2021,4.61,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IS,2022,13.55,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2011,8.67,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2012,10.48,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2013,9.24,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2014,9.52,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2015,9.25,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2016,8.83,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2017,8.01,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2018,7.97,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2019,8.02,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2020,7.88,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2021,7.06,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,IT,2022,7.23,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2011,34.67,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2012,34.03,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2013,33.26,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2014,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2015,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2016,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2017,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2018,30.98,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2019,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2020,30.7,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,LI,2021,0.0,,
