DATAFLOW,LAST UPDATE,freq,unit,icd10,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IS,2021,8.86,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IS,2022,8.57,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2011,2.06,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2012,1.97,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2013,2.25,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2014,2.55,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2015,2.47,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2016,2.11,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2017,2.45,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2018,2.39,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2019,2.47,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2020,2.34,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2021,3.28,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,IT,2022,2.74,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2011,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2012,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2013,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2014,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2015,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2016,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2017,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2018,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2019,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2020,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2021,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LI,2022,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2011,8.62,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2012,15.4,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2013,21.38,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2014,16.11,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2015,18.64,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2016,8.88,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2017,13.48,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2018,11.41,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2019,12.7,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2020,11.62,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2021,8.57,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LT,2022,4.56,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2011,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2012,9.42,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2013,3.1,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2014,9.23,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2015,3.04,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2016,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2017,6.03,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2018,6.03,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2019,12.02,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2020,9.04,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2021,3.01,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LU,2022,5.91,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2011,8.59,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2012,7.61,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2013,5.22,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2014,16.7,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2015,6.89,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2016,8.14,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2017,6.95,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2018,5.69,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2019,11.21,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2020,5.55,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2021,3.27,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,LV,2022,3.15,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2011,7.56,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2012,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2013,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2014,8.03,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2015,8.17,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2016,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2017,8.69,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2018,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2019,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2020,0.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2021,4.67,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,MT,2022,,,C
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2011,3.99,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2012,4.62,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2013,5.33,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2014,5.31,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2015,4.06,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2016,3.8,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2017,6.72,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2018,4.38,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2019,5.9,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2020,5.09,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2021,4.08,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NL,2022,6.35,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2011,8.33,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2012,6.76,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2013,7.06,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2014,3.37,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2015,4.59,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2016,10.13,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2017,10.2,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2018,8.09,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2019,9.39,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2020,9.77,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2021,11.02,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,NO,2022,6.52,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2011,8.06,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2012,8.96,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2013,9.08,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2014,9.48,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2015,8.33,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2016,6.57,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2017,7.03,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2018,5.03,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2019,6.06,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2020,6.9,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2021,7.95,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PL,2022,8.32,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2011,1.42,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2012,1.8,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2013,2.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2014,2.55,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2015,1.62,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2016,1.79,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2017,2.15,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2018,1.44,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2019,2.19,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2020,1.85,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2021,2.26,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,PT,2022,3.41,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2011,6.6,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2012,5.84,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2013,5.42,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2014,4.52,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2015,5.64,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2016,3.98,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2017,5.17,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2018,4.88,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2019,4.17,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2020,3.31,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2021,4.06,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RO,2022,2.65,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2011,1.96,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2012,2.5,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2013,2.57,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2014,2.13,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2015,4.69,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2016,2.26,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2017,3.14,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2018,3.13,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2019,1.98,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2020,1.12,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2021,2.81,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,RS,2022,1.16,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2011,9.25,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2012,5.53,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2013,7.22,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2014,7.47,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2015,6.48,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2016,5.51,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2017,7.26,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2018,7.97,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2019,8.15,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2020,7.51,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2021,5.48,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SE,2022,5.36,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2011,7.9,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2012,1.01,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2013,6.14,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2014,5.21,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2015,5.27,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2016,8.5,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2017,3.21,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2018,7.53,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2019,6.43,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2020,7.46,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2021,13.72,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SI,2022,6.17,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2011,3.52,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2012,4.32,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2013,4.85,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2014,4.04,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2015,2.42,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2016,5.32,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2017,3.65,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2018,4.49,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2019,4.93,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2020,2.67,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2021,6.12,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,SK,2022,3.43,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2011,2.25,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2012,2.12,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2013,3.28,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2014,2.72,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2015,2.26,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2016,2.33,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2017,3.76,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2018,4.97,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2019,4.97,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2020,5.09,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2021,6.04,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,TR,2022,6.65,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,UK,2011,2.95,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,UK,2012,2.8,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,UK,2013,3.19,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,UK,2014,3.19,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,UK,2015,3.9,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,UK,2016,4.27,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,UK,2017,4.69,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y15-19,UK,2018,5.26,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2011,19.81,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2012,19.68,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2013,19.19,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2014,19.05,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2015,19.04,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2016,18.9,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2017,14.29,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2018,15.37,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2019,17.66,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2020,15.01,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2021,12.11,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,AT,2022,15.73,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2011,30.0,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2012,33.16,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2013,25.99,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2014,29.55,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2015,28.6,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2016,27.36,,
ESTAT:TPS00202(1.0),21/03/25 11:00:00,A,RT,X60-X84_Y870,T,Y50-54,BE,2017,24.18,,
